institution_code,institution_name,short_name,institution_type,institution_group,address,postal_code,province_code,province_name,regency_code,regency_name,district_name,latitude,longitude,institution_status,accreditation,website,program_count,tuition_range,founding_date
113102,Sekolah Tinggi Ilmu Kesehatan Borneo Nusantara,Stikesbn,Sekolah Tinggi,PTS,,,63,Kalimantan Selatan,6371,Kota Banjarmasin,,-3.3195577,114.6300857,Aktif,Baik,,4,500.000 - 50.000.000,2022-12-15
063041,STIMIK Banjarnegara,,,PTS,,,33,Jawa Tengah,3304,Kab. Banjarnegara,,,,Tutup,,,2,,2009-08-01
083017,Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima,STIHM BIMA,Sekolah Tinggi,PTS,Jalan Anggrek No 16 Ranggo Nae,84116,52,Nusa Tenggara Barat,5272,Kota Bima,,-8.451145,118.730796,Alih Bentuk,Baik,http://stihm-bima.ac.id/,1,,1987-05-25
063086,STIKES Kusuma Husada Surakarta,STIKes Kusuma Husada,,PTS,Jalan Jaya Wijaya No 11 Kadipiro,57129,33,Jawa Tengah,3372,Kota Surakarta,,-7322,,Alih Bentuk,,www.stikeskusumahusada.ac.id,13,,2009-10-16
213286,STIS Al-Hilal Sigli Kab. Pidie,STIS Al-Hilal Sigli,,PTA,Jalan Lingkar Keuniree - Pidie - Aceh,24151,11,Aceh,1107,Kab. Pidie,,,,Aktif,Baik,https://stisalhilalsigli.ac.id,3,1.250.000 - 3.000.000,
213676,Sekolah Tinggi Ekonomi Islam Yapisha Garut,STEIYGA,Sekolah Tinggi,PTA,"Jl. Raya Selaawi No. 198 Kp. Cibolerang, Ds. Putrajawa, Kec. Selaawi, Kabupaten Garut Provinsi Jawa Barat",44187,32,Jawa Barat,3205,Kab. Garut,Kec. Selaawi,-7.3402507,107.2176244,Aktif,,https:/steiyapishagarut.wordpress.com,1,,2019-05-22
035021,Politeknik Astra,ASTRA Tech,Politeknik,PTS,"Komplek Astra International Ged. B, Lt.5, Jl. Gaya Motor Raya No. 8, Sunter II, Sungai Bambu, Tanjung Priok – Jakarta Utara",14330,31,D.K.I. Jakarta,3172,Kota Jakarta Utara,,-6.3487961,107.1494619,Aktif,B,www.polytechnic.astra.ac.id,9,9.000.000 - 10.500.000,2021-04-14
073136,STIKES Bhakti Mulia,STIKes BHALIA,,PTS,"Jalan Matahari 1 Tulungrejo, Pare",64183,35,Jawa Timur,3506,Kab. Kediri,Kec. Pare,-7.766122,112.182609,Aktif,Baik,www.stikesbhaktimulia.ac.id,4,2.000.000 - 13.200.000,2006-08-24
092042,Institut Teknologi Bisnis dan Administrasi Al Gazali Barru,ITBA Al Gazali Barru,Institut,PTS,,,73,Sulawesi Selatan,7311,Kab. Barru,,-3.5342982,119.8758898,Aktif,Baik,https://algazali.ac.id/,4,1.225.000 - 3.000.000,2024-05-28
104015,Akademi Manajemen Koperasi Graha Karya,,Akademi,PTS,Gajah Mada (kampus Teratai),36613,15,Jambi,1571,Kota Jambi,,,,Tutup,,-belum ada,3,,1989-12-16
063088,STIE Islam Bumiayu,STIE,,PTS,STIE ISLAM BUMIAYU,52276,33,Jawa Tengah,3329,Kab. Brebes,,,,Alih Bentuk,,www.stieislambumiayu.ac.id,2,,2012-01-26
084030,Akademi Kebidanan Bali Wisnu Dharma,AKBID Bali Wisnu Dha,Akademi,PTS,Jl. Cargo Saridana IV No. 1,80351,51,Bali,5171,Kota Denpasar,Kec. Denpasar Barat,-8.560953,115.173706,Alih Bentuk,,www.akbidbwd.ac.id,1,,2007-07-19
065020,Politeknik Cilacap,PLC,Politeknik,PTS,Jl. Dr Soetomo Sidakaya Cilacap,12345,33,Jawa Tengah,3301,Kab. Cilacap,,,,Alih Bentuk,,www.politeknikcilacap.ac.id,3,,2008-07-08
081007,Universitas Warmadewa,Unwar,Universitas,PTS,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,80235,51,Bali,5171,Kota Denpasar,Kec. Denpasar Timur,-8.659385,115.242768,Aktif,Unggul,www.warmadewa.ac.id,37,1 - 39.850.000,1984-07-17
233363,Sekolah Tinggi Teologi The Truth Jakarta,,Sekolah Tinggi,PTA,"Wisma RMK Lt.4, Jl. Puri Kencana Blok M4/No.1 Kembangan",16610,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,-6.190134,106.7549061,Aktif,,,2,,2014-12-31
144008,AMIK Umel Mandiri,,,PTS,Jalan Kotaraja Abepura,99117,91,Papua,9171,Kota Jayapura,,,,Alih Bentuk,,www.amikumelmandiri.ac.id,1,,2005-03-03
213631,Sekolah Tinggi Ilmu Tarbiyah Bolaang mongondow Kotamobagu Sulawesi Utara,STIT BMKS,Sekolah Tinggi,PTA,"Jl. panorama , Gigoman Kotamobagu Sulawesi Utara",,71,Sulawesi Utara,7174,Kota. Kotamobagu,,-0.0207337,122.292882,Aktif,,,2,,2017-06-16
011005,Universitas Simalungun,USI,Universitas,PTS,Jalan Sisingamangaraja Barat,21139,12,Sumatera Utara,,Kota Pematang Siantar,Kec. Siantar Martoba,2.9635486,99.0471554,Aktif,B,www.usi.ac.id,21,275.000 - 30.000.000,1966-04-09
095013,Politeknik Nusantara Makassar,Polinus Makassar,Politeknik,PTS,,,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1893264,119.4407066,Aktif,Baik,,3,1.500.000 - 13.202.001,2019-09-23
043343,STKIP Pelita Pratama,,,PTS,,,36,Banten,3673,Kota Serang,,,,Alih Bentuk,,www.stkippelitapratama.ac.id,4,,2014-05-09
051019,Universitas Mercu Buana Yogyakarta,UMB Yogyakarta,Universitas,PTS,Kampus I : Jalan Wates KM 10 Yogyakarta 55753 Kampus II : Jalan Jembatan Merah 8,55753,34,D.I. Yogyakarta,3402,Kab. Bantul,Kec. Sedayu,-7.808568,110.270388,Aktif,B,www.mercubuana-yogya.ac.id,21,60.000 - 33.005.000,2008-06-12
212141,Institut Islam Al-Mujaddid Sabak,IIMS,Institut,PTA,"Jalan Wr. Soepratman RT 006 RW 02, Kelurahan Talang Babat, Kecamatan Muara Sabak Barat",36761,15,Jambi,1507,Kab. Tanjung Jabung Timur,,-1.2121822,103.825264,Aktif,Terakreditasi,https://iimsabak.ac.id/,4,1.200.000 - 2.425.000,2023-12-12
045065,Politeknik Kepribadian,POLTEK KEPRIBADIAN,Politeknik,PTS,,,32,Jawa Barat,3216,Kab. Bekasi,,-6.2005446,107.2685069,Aktif,Baik,kepribadian.ac.id,3,1.000.000 - 3.600.000,2022-09-16
213044,Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Karimiyyah Sumenep,STIT Al Karimiyyah,Sekolah Tinggi,PTA,"Jl. Raya Gapura, Beraji Gapura Sumenep Madura",69472,35,Jawa Timur,3529,Kab. Sumenep,Kec. Gapura,-6.9937767,113.9049156,Alih Bentuk,,www.stit-alkarimiyyah.ac.id,5,,2008-09-04
293011,Sekolah Tinggi Ilmu Agama Buddha Smaratungga,STIAB SMARATUNGGA,Sekolah Tinggi,PTA,"Jl. Semarang-Solo, Km.60, Ampel, Boyolali, Jawa Tengah",57352,33,Jawa Tengah,3309,Kab. Boyolali,Kec. Ampel,-7.444782,110.5326723,Aktif,Terakreditasi,smaratungga.ac.id,5,4.100.000 - 4.100.000,1989-07-27
014158,Akademi Kebidanan Sehati,,Akademi,PTS,Jalan Pembangunan No 39 Helvetia,20124,12,Sumatera Utara,1271,Kota Medan,,3.6096724,98.6585497,Alih Bentuk,Baik,akbidsehati-medan.ac.id/,1,,2006-08-24
213685,Sekolah Tinggi Ilmu Ushuluddin Darul Quran,STIU Darul Quran,Sekolah Tinggi,PTA,"Jl. Puspiptek Pembangunan RT 001 RW 07 Kampung Cikarang Desa Pabuaran, Kecamatan Gunung Sindur, Kabupaten Bogor, Provinsi Jawa Barat",16340,32,Jawa Barat,3201,Kab. Bogor,Kec. Gunung Sindur,-6.3752601,106.6807293,Aktif,Baik,stiudq.ac.id,1,1.800.000 - 2.500.000,2019-05-22
031030,Universitas Sahid,USAHID,Universitas,PTS,Jl Prof Dr Soepomo Sh No 84,12870,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,Kec. Tebet,-4.8357601,106.9083614,Aktif,Unggul,www.usahid.ac.id,16,4.850.000 - 9.600.000,1988-03-14
074073,Akademi Keperawatan Bina Sehat PPNI Mojokerto,AKPER PPNI MOJOKERTO,Akademi,PTS,Jalan Raya Jabon Km 6 Mojoanyar,61364,35,Jawa Timur,3516,Kab. Mojokerto,Kec. Mojoanyar,,,Alih Bentuk,,www.akperbinasehatppni.co.id,1,,2006-04-12
065001,Politeknik Jawa Dwipa,,Politeknik,PTS,Jalan Veteran 3 A,50231,33,Jawa Tengah,3374,Kota Semarang,,,,Tutup,,jawadp.tripod.com,3,,1988-09-09
082023,Institut Kesehatan YARSI Mataram,INKES YARSI MATARAM,Institut,PTS,,,52,Nusa Tenggara Barat,5271,Kota Mataram,,-8.6172847,116.1038358,Aktif,Baik,inkesyarsimataram.ac.id,9,955.000 - 18.949.000,2024-08-05
051026,Universitas Mahakarya Asia,UNMAHA,Universitas,PTS,,,34,D.I. Yogyakarta,3404,Kab. Sleman,,-7.7343191,110.3616163,Aktif,Baik,www.unmaha.ac.id,12,200.000 - 2.790.000,2020-03-13
211001,Universitas Islam Zainul Hasan Genggong Probolinggo,UNZAH GENGGONG,Universitas,PTA,"Jl. PZH Genggong No. 1 Dusun Grojojan RT. 002/RW. 001 Desa Karangbong, Kecamatan Pajarakan, Kabupaten Probolinggo, Provinsi Jawa Timur",67282,35,Jawa Timur,3513,Kab. Probolinggo,Kec. Pajarakan,-7.7602354,113.4061575,Aktif,Baik Sekali,,17,2.000.000 - 2.200.000,2020-04-13
054014,Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,AKPN Bahtera,Akademi,PTS,Jalan Dukuh MJ I1221,55142,34,D.I. Yogyakarta,3471,Kota Yogyakarta,,-7.819321,110.355027,Aktif,Baik,www.akpn-bahtera.ac.id,2,2.800.000 - 2.800.000,1980-04-14
034196,Akademi Kesehatan Swakarsa Jakarta,AKKES SWAKARSA,Akademi,PTS,Jalan Saabah Raya Rt. 007/003 Kelurahan Meruya Selatan Kecamatan Kembangan Jakar,11650,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,,,Alih Bentuk,,http://swakarsa.ac.id/swakarsa/,2,,2007-06-25
041071,Universitas Raharja,UR,Universitas,PTS,JL. Jendral Sudirman No.40 Modern Cikokol Tangerang,,36,Banten,3671,Kota Tangerang,,-7.1897782,108.9554797,Aktif,Terakreditasi,www.raharja.ac.id,13,870 - 12.375.000,2019-04-12
072011,IKIP PGRI Bojonegoro,IKIP Bojonegoro,,PTS,Jalan Panglima Polim 46 Bojonegoro,62114,35,Jawa Timur,3522,Kab. Bojonegoro,Kec. Bojonegoro,-7.1694945,111.8756892,Aktif,Terakreditasi,https://ikippgribojonegoro.ac.id,7,4.200.000 - 9.980.000,1986-05-23
121024,Universitas Banda Naira,,Universitas,PTS,,,81,Maluku,8101,Kab. Maluku Tengah,,-4.5253572,129.8973748,Aktif,Terakreditasi,,6,1.500.000 - 1.500.000,2022-07-13
073160,Sekolah Tinggi Ilmu Kesehatan William Booth,STIKES WB,Sekolah Tinggi,PTS,,,35,Jawa Timur,3578,Kota Surabaya,,-7.291667,112.737741,Aktif,Baik Sekali,https://stikeswilliambooth.ac.id,5,2.000.000 - 7.725.000,2010-12-22
213508,STEI Ar - Rachman,STEI AR - RACHMAN,,PTA,JL. PRAMBANAN NO. 99 SEI. JODOH BATAM,29422,21,Kepulauan Riau,2171,Kota Batam,,3.2073873,104.2972766,Aktif,Baik,https://steiar-rachman.ac.id,1,,2012-11-09
213511,STIQ Kepulauan Riau,STIQ KEPRI,,PTA,Jl.DR. Soetomo No. 1(Depan Indosat) Sekupang - Batam,29421,21,Kepulauan Riau,2171,Kota Batam,,,,Aktif,Baik,https://www.stiq-kepri.ac.id/,3,187.500 - 5.250.000,2012-11-09
213192,"STAI Yogyakarta Wonosari, Gunung Kidul",STAIYO,,PTA,Jalan Ki Ageng Giring Bansari Kepek Wonosari,55813,34,D.I. Yogyakarta,,Kab. Gunung Kidul,,-7.969597,110.592836,Aktif,Baik,staiyogyakarta.ac.id,6,,2011-09-20
013073,Sekolah Tinggi Ilmu Ekonomi Labuhan Batu,,Sekolah Tinggi,PTS,Jalan Sisingamangaraja No 126 A Aektapa,21415,12,Sumatera Utara,,Kab. Labuhan Batu,,,,Alih Bentuk,,http://stie-labuhanbatu.ac.id,1,,1998-06-05
064039,Akademi Teknik Perkapalan Veteran,ATP Veteran Semarang,Akademi,PTS,Jalan Pawiyatan Luhur IV No.18. Bendan Dhuwur,50161,33,Jawa Tengah,3374,Kota Semarang,,,,Alih Bentuk,,www.atp-veteran.ac.id,3,,1995-01-17
093050,Sekolah Tinggi Ilmu Ekonomi Yapman Majene,,Sekolah Tinggi,PTS,Jalan Sudirman No 76,90000,76,Sulawesi Barat,7605,Kab. Majene,,,,Aktif,Baik,http://stieyapman.ac.id,1,1.100.000 - 2.400.000,1990-12-31
035022,Politeknik Multimedia Nusantara,PMN,Politeknik,PTS,"Gedung Menara Kompas lantai 10, Jalan Palmerah Selatan No. 21 Gelora, Tanah Abang",10270,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,-6.2638715,106.6195934,Aktif,Baik,https://mnp.ac.id/,3,4.500.000 - 17.000.000,2021-09-17
043074,Sekolah Tinggi Ilmu Ekonomi Yasa Anggana,STIE YA,Sekolah Tinggi,PTS,Jln. Oto Iskadardinata No 278-A Tarogong,44151,32,Jawa Barat,3205,Kab. Garut,Kec. Tarogong Kidul,-7.1987295,107.8871183,Aktif,Baik,www.stieyasaanggana.ac.id,2,2.400.000 - 8.200.000,1995-02-23
091050,Universitas Nahdlatul Ulama Sulawesi Tenggara,UNUSRA,Universitas,PTS,Jl. Mayjen Katamaso No. 2,,74,Sulawesi Tenggara,7471,Kota Kendari,Kec. Baruga,-4.0461551,122.4929791,Aktif,Baik,pcmb.unusultra.ac.id,10,,2014-10-17
044244,Akademi Kebidanan Farmako Husada Al-Muchtari Bogor,,Akademi,PTS,"Jl. Raya Sukabumi KM. 15 HE Sukma Talang 2, Cimande, Lemah Duhur",16730,32,Jawa Barat,3201,Kab. Bogor,,,,Aktif,Baik,,1,6.000.000 - 6.000.000,2022-08-11
134005,Akademi Sekretari Manajemen Nusantara,ASM NUSANTARA,Akademi,PTS,Jalan T. Nyak Arief No. 333 Jeulingke Banda Aceh,23000,11,Aceh,1171,Kota Banda Aceh,,5.581756,95.353105,Aktif,Baik,www.asm-nusantara.ac.id,1,,1993-07-12
213227,STAI Muhammadiyah Probolinggo,STAI Muhammadiyah P,,PTA,Jalan Sukarno Hatta 94 B,67219,35,Jawa Timur,3574,Kota Probolinggo,,,,Alih Bentuk,,htp://staim-probolinggo.ac.id,6,,
103055,Sekolah Tinggi Teknik Ibnu Sina,STT Ibnu Sina,Sekolah Tinggi,PTS,"Jalan Teuku Umar Pelita, Lubuk baja Batam",29432,21,Kepulauan Riau,2171,Kota Batam,Kec. Lubuk Baja,1.145365,104.015685,Alih Bentuk,,stt-ibnusina.ac.id,2,,1999-05-10
213499,STAI Madinatun Najah,STAI MADINATUN NAJAH,,PTA,"JL. NARASINGA, NO.72 KELURAHAN KAMPUNG BESAR KOTA KECAMATAN RENGAT KABUPATEN",29300,14,Riau,1402,Kab. Indragiri Hulu,,-0.3690425,102.5414094,Aktif,Baik,,2,2.000.000 - 2.000.000,2002-03-28
443002,Sekolah Tinggi Penyuluhan Pertanian Bogor,STPP Bogor,Sekolah Tinggi,PTKL,Jl. Aria Suryalaga (d/h. Cibalagung) No.1 Bogor,188,32,Jawa Barat,3271,Kota Bogor,,,,Aktif,,stpp-bogor.ac.id,2,,
071112,Western Sydney University,WSU,,PTS,,,35,Jawa Timur,3578,Kota Surabaya,,-7.2610235,112.7383338,Aktif,,,8,,2023-08-25
061035,Universitas Boyolali,UBY,Universitas,PTS,Jalan Adi Sucipto 170 Karangasem,57145,33,Jawa Tengah,3309,Kab. Boyolali,,-7.515774,110.58985,Aktif,Baik Sekali,http://www.uby.ac.id,17,2.950.000 - 4.500.000,2008-02-11
064109,Akademi Seni Mangkunegaran Surakarta,ASGA,Akademi,PTS,Panti Putra Istana Mangkunegaran,57131,33,Jawa Tengah,3372,Kota Surakarta,,-7.5666778,110.8239564,Aktif,,www.asga.ac.id,4,,2006-04-21
044229,Akademi Kebidanan Bhakti Asih Cileduk,Akademi Kebidanan Bh,Akademi,PTS,Jl. HOS Cokroaminoto CBD Blok D2 No.31-32 Karang Tengah Ciledug Kota Tangerang,15155,36,Banten,3671,Kota Tangerang,,-6.2318874,106.7024808,Alih Bentuk,,www.bhaktiasih.ac.id,1,,2009-03-06
015002,Politeknik Informatika Del Toba Samosir,Institut Teknologi D,Politeknik,PTS,Jl. Sisingamangaraja Sitoluama-Laguboti,22381,12,Sumatera Utara,,Kab. Toba Samosir,Kec. Lagu Boti,,,Alih Bentuk,,www.pidel.org,5,,2001-03-15
072027,Institut Teknologi dan Bisnis Ahmad Dahlan Lamongan,ITB AD LAMONGAN,Institut,PTS,,,35,Jawa Timur,3524,Kab. Lamongan,,-7.123202,112.4181283,Aktif,Baik Sekali,https://ahmaddahlan.ac.id/,8,,2020-10-06
074031,Akademi Sekretari Widya Mandala Surabaya,Akse WMS,Akademi,PTS,Jalan Dinoyo 48-A,60265,35,Jawa Timur,3578,Kota Surabaya,,-7.2814,112.744539,Alih Bentuk,,www.akse.wima.ac.id,1,,1969-08-04
034246,Akademi Komunikasi Media Belajar,,Akademi,PTS,,,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,,,Aktif,,,1,,2025-11-25
043073,STMIK IM,STMIK IM,,PTS,"Jalan Belitung nomor 7, Kec. Sumur Bandung",40272,32,Jawa Barat,3273,Kota Bandung,,-6.91098,107.61805,Aktif,Baik,www.stmik-im.ac.id,4,4.000.000 - 4.000.000,1994-06-13
211030,Universitas Insaniah Sumatera Utara,UNISU,Universitas,PTA,"Jalan Deblod Sundoro Nomor 9 LK IV, Kelurahan Rambung, Kecamatan Tebing Tinggi Kota",20633,12,Sumatera Utara,1276,Kota Tebing Tinggi,,3.3203777,99.1614336,Aktif,,unisu.ac.id,6,,2024-10-14
074072,Akademi Kebidanan Griya Husada,AKBID GRIYA HUSADA,Akademi,PTS,Jalan Dukuh Pakis Baru II110,60225,35,Jawa Timur,3578,Kota Surabaya,Kec. Dukuh Pakis,-7.2924177,112.7024498,Alih Bentuk,,www.akbid-griyahusada.ac.id,1,,1998-05-18
042031,Institut Pangeran Dharma Kusuma,IPDK,Institut,PTS,,,32,Jawa Barat,3212,Kab. Indramayu,,-6.4715393,108.4031538,Aktif,,padhaku.ac.id,5,,2023-09-13
103114,STIE Widyaswara Indonesia,,,PTS,Solok Selatan,12345,13,Sumatera Barat,1311,Kab. Solok Selatan,Kec. Sungai Pagu,-1.468111,101.031483,Aktif,Baik,kampuswidyaswaraindonesia.ac.id,2,2.100.000 - 2.500.000,2009-08-03
094077,Akademi Kebidanan Yapma Makassar,,Akademi,PTS,Jl Maccini Raya No 197,90222,73,Sulawesi Selatan,7371,Kota Makassar,,-5.137702,119.437093,Alih Bentuk,,www.akbidyapma.ac.id,1,,2004-06-04
074002,Akademi Sekretari Dan Manajemen Indonesia Surabaya,ASMI SURABAYA,Akademi,PTS,"Jl. Raya Menganti 133 (Kramat), Wiyung",60227,35,Jawa Timur,3578,Kota Surabaya,,-7.666395,112.8446398,Aktif,Baik,www.asmisurabaya.ac.id,2,3.300.000 - 3.300.000,1970-11-18
023008,STKIP PGRI Metro,,,PTS,Jalan Banjarrejo 38-B Batanghari,34111,18,Lampung,1807,Kab. Lampung Timur,,-5.1162682,105.3355333,Aktif,,stkippgrimetro.ac.id,4,,1984-10-22
054057,Akademi Keperawatan Panti Rapih Yogyakarta,Akper Panti Rapih,Akademi,PTS,Jalan Kaliurang KM 14 Umbulmartani Ngemplak,55584,34,D.I. Yogyakarta,3404,Kab. Sleman,Kec. Ngemplak,,,Alih Bentuk,,akperpantirapih.ac.id,1,,1993-03-29
001042,Universitas Sultan Ageng Tirtayasa,Untirta,Universitas,PTN,"Jl Raya Palka KM. 03 Sindangsari, Kec. Pabuaran, Kab. Serang, Provinsi Banten",42118,36,Banten,3604,Kab. Serang,,-6.189894,106.1246145,Aktif,Unggul,http://www.untirta.ac.id,90,75.000 - 22.000.000,2001-03-19
023039,Sekolah Tinggi Ilmu Ekonomi Prasetiya Mandiri Lampung,STIE Prasetiya Mandi,Sekolah Tinggi,PTS,Jalan Pelita I No 24-b Labuhan Ratu,35142,18,Lampung,1871,Kota Bandar Lampung,,,,Alih Bentuk,,www.stieprasetiyamandiri.ac.id,2,,1980-02-05
213783,Sekolah Tinggi Ekonomi dan Bisnis Islam Kyai Haji Ahmad Syairazi,STEBI KHAS,Sekolah Tinggi,PTA,"Jalan Al Falah Nomor 54 RT 06 RW 03. Kelurahan Kandangan Kota, Kecamatan Kandangan",71211,63,Kalimantan Selatan,6306,Kab. Hulu Sungai Selatan,,,,Aktif,Baik,stebikhas.ac.id,4,500.000 - 500.000,2024-01-15
233296,Sekolah Tinggi Teologi Injili Setia Sintang,,Sekolah Tinggi,PTA,,,61,Kalimantan Barat,6105,Kab. Sintang,,,,Aktif,,,2,,2012-11-13
014153,Akademi Kebidanan Hafsyah Medan,,Akademi,PTS,Jl Letda Sujono Gg Sentosa 241 Bandar Selamat,20371,12,Sumatera Utara,1271,Kota Medan,Kec. Medan Tembung,,,Alih Bentuk,,,1,,2005-06-09
033109,Sekolah Tinggi Ilmu Ekonomi ISM,,Sekolah Tinggi,PTS,Jalan Tirtayasa II Kebayoran Baru,10722,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,,,Tutup,,www.pts.co.idwww,2,,1997-07-21
233052,Sekolah Tinggi Teologi Bethel Banjar Baru,STTBB,Sekolah Tinggi,PTA,Jl. Kubis Ujung RT.04/RW.06,70711,63,Kalimantan Selatan,6372,Kota Banjarbaru,,,,Aktif,,,2,,
014138,Akademi Kebidanan Arta Kabanjahe,,Akademi,PTS,Jl Jamin Ginting No 27,22114,12,Sumatera Utara,1206,Kab. Karo,Kec. Kabanjahe,,,Alih Bentuk,,,1,,2005-05-26
213768,Sekolah Tinggi Agama Islam Raudhatul Ulum Arrahmaniyah Sampang,STAIRUA SAMPANG,Sekolah Tinggi,PTA,,,35,Jawa Timur,3527,Kab. Sampang,,-7.221936,113.102437,Aktif,Baik,https://stairua.ac.id,2,900.000 - 900.000,2022-12-21
043121,STMIK Cilegon,STMIK CILEGON,,PTS,"Jalan Lingkar Selatan KM 1,7 Harjatani",42411,36,Banten,3672,Kota Cilegon,,,,Aktif,Baik,stmikcilegon.ac.id,2,,1999-03-15
172014,Institut Teknologi Rokan Hilir,ITR,Institut,,,,14,Riau,1407,Kab. Rokan Hilir,,1.603344,100.9752774,Aktif,Baik,https://itr.ac.id/,3,2.500.000 - 2.500.000,2021-12-15
,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,STIEPM,Sekolah Tinggi,PTS,,,32,Jawa Barat,3201,Kab. Bogor,,,,Tutup,Baik,,3,,
,Sekolah Tinggi Agama Islam Darunnajah Jakarta,STAIDA,Sekolah Tinggi,PTA,,,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,,,Alih Bentuk,Baik,,3,,
,Politeknik Putra Bangsa Pontianak,Polpubang,Politeknik,PTS,,,61,Kalimantan Barat,6171,Kota Pontianak,,,,Alih Bentuk,,,1,,
,Sekolah Tinggi Ilmu Ekonomi Satu Nusa,STIE-SAN,Sekolah Tinggi,PTS,,,18,Lampung,1871,Kota Bandar Lampung,,,,Alih Bentuk,,,4,,
,Universitas Muhammadiyah Bengkulu,UMB,Universitas,PTS,,,17,Bengkulu,1771,Kota Bengkulu,,,,Aktif,Unggul,,34,200.000 - 4.604.000,
,Institut Teknologi Mojosari,ITM,Institut,PTS,,,35,Jawa Timur,3518,Kab. Nganjuk,,,,Aktif,Baik,,3,240.000 - 2.400.000,
,Sekolah Tinggi Ilmu Maritim Mutiara Jaya,,Sekolah Tinggi,PTS,,,18,Lampung,1801,Kab. Lampung Selatan,,,,Alih Bentuk,,,2,,
,Universitas Islam Kuantan Singingi,UNIKS,Universitas,,,,14,Riau,1409,Kab. Kuantan Singingi,,,,Aktif,Baik,,14,1.750.000 - 4.000.000,
,Sekolah Tinggi Teologi Sunsugos Jakarta,STT SUNSUGOS,Sekolah Tinggi,PTA,,,32,Jawa Barat,3201,Kab. Bogor,,,,Aktif,,,4,,
091001,Universitas Veteran Republik Indonesia,UVRI,Universitas,PTS,kampus I : Jalan Gunung Bawakaraeng No 72 kampus II : Jalan Raya Baruga Antang,90145,73,Sulawesi Selatan,7371,Kota Makassar,,,,Tutup,,www.uvri.ac.id,13,,1960-04-08
093012,Sekolah Tinggi Ilmu Hukum Al Gazali Soppeng,,Sekolah Tinggi,PTS,,,73,Sulawesi Selatan,7312,Kab. Soppeng,,,,Tutup,,,1,,2005-05-17
095002,Politeknik Informatika Nasional,Polinas,Politeknik,PTS,Jl. Sultan alauddin No. 250,90221,73,Sulawesi Selatan,7371,Kota Makassar,Kec. Tamalate,-5.1823179,119.4402068,Alih Bentuk,,www.polinas.ac.id,5,,2005-08-18
213719,Sekolah Tinggi Agama Islam Al-Ruzhan,STAI Al Ruzhan,Sekolah Tinggi,PTA,,,32,Jawa Barat,3206,Kab. Tasikmalaya,,-7.3560569,108.332027,Aktif,Baik,https://staialruzhan.ac.id,3,,2021-06-16
063073,Sekolah Tinggi Ilmu Komputer Yos Sudarso,STIKOM YOS SUDARSO,Sekolah Tinggi,PTS,Jalan SMP 5 Karangklesem Purwokerto,53144,33,Jawa Tengah,3302,Kab. Banyumas,Kec. Purwokerto Selatan,-7.447825,109.242415,Aktif,Baik,stikyos.ac.id,5,10 - 10,2005-07-19
094014,AMIK Rizky Makassar,AMIK Rizky Makassar,,PTS,Jalan Minasa Upa Raya / Komplek Minasa Sari No. 4 Makassar,90211,73,Sulawesi Selatan,7371,Kota Makassar,,,,Alih Bentuk,,,3,,1992-06-05
094124,Akademi Kebidanan Mayapada Gading Persada,AKbid Mayapada,Akademi,PTS,Jl. Andi Caco Barat Kel. Jagong Kec. Pangkajene Kab. Pangkep,90611,73,Sulawesi Selatan,,Kab. Pangkajene Kepulauan,,,,Aktif,,Belum Ada,1,,2008-12-22
092023,Institut Teknologi Kelautan Buton,ITK Buton,Institut,PTS,,,74,Sulawesi Tenggara,7404,Kab. Buton,,-5.4956803,122.8403043,Aktif,Baik,https://itk-buton.ac.id,3,1.000.000 - 1.000.000,2022-01-17
023004,Sekolah Tinggi Ilmu Administrasi Bengkulu,STIA Bengkulu,Sekolah Tinggi,PTS,"Jalan Cimanuk Km 6,5 Kelurahan Jalan Gedang Kecamatan Gading Cempaka Kota Bengk",38225,17,Bengkulu,1771,Kota Bengkulu,,-3.819667,102.291862,Aktif,Baik,http;//www.stiabengkulu.ac.id,5,,1987-04-13
063113,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Batang,,Sekolah Tinggi,PTS,,,33,Jawa Tengah,3325,Kab. Batang,,-7.02711,109.949655,Alih Bentuk,,mbstkip.ac.id,2,,2018-11-22
134041,Akademi Keperawatan Abulyatama,Akper Abulyatama,Akademi,PTS,"Jl. Blang BIntang Lama KM. 8,5 Lampoh Keude Aceh Besar",23372,11,Aceh,1106,Kab. Aceh Besar,,5.5329845,95.3876952,Alih Bentuk,,www.abulyatama.ac.id,1,,2010-12-23
